smiles,delta_g_kcal_mol,source,role,parent_name,canonical_smiles
COC1(C=NNC[C@@H1]1C=CC=C[NH1]C2)CC2=O,-3.77,augment,,,COC12C=NNC[C@@H]1C=CC=CNCC(=O)C2
C1CC2C=C[C@@H1](NCCC(=O)C=O)C(C)[C@@H1](C)C21OC,-3.97,augment,,,COC12CCC1C=C[C@@H](NCCC(=O)C=O)C(C)[C@H]2C
COC1=C2CCN1C3=CC4(C)C=CC(C)C4CNC3=NN2,-4.34,augment,,,COC1=C2CCN1C1=CC3(C)C=CC(C)C3CNC1=NN2
C1[C@H1](O)CC=2N1CC(=O)C(C)C(O)(C)NC=2OC,-3.46,augment,,,COC1=C2C[C@@H](O)CN2CC(=O)C(C)C(C)(O)N1
COC1=CC#C1,-2.6,augment,,,COC1=CC#C1
C1C(C)(C=CC=C[NH1])C(N)C(=O)NN1C(C)C2C=C2OC,-3.48,augment,,,COC1=CC1C(C)N1CC(C)(C=CC=C[NH])C(N)C(=O)N1
C12=C(NCC=CN=O)CC=CC=C1C=C2OC,-4.41,augment,,,COC1=CC2=CC=CCC(NCC=CN=O)=C21
COC1=CC=C(C=CNC(C)SC1)COC(C)C,-4.13,augment,,,COC1=CC=C(COC(C)C)C=CNC(C)SC1
COC1=CC=C(N)NCC(=O)C=CC1=NNC=O,-3.75,augment,,,COC1=CC=C(N)NCC(=O)C=CC1=NNC=O
COC1=CC=CC1CC(=O)[C@H1](C)C2C=CC=CCC2=O,-4.49,augment,,,COC1=CC=CC1CC(=O)[C@H](C)C1C=CC=CCC1=O
COC1=CC=CNN/CC=NC1=O,-3.58,augment,,,COC1=CC=CNNCC=NC1=O
COC1=[C@@H1]CN=C1NC2=CC=C(CC=C2)CCC(C)C=CC=CS,-4.22,augment,,,COC1=CCN=C1NC1=CC=C(CCC(C)C=CC=CS)CC=C1
C1C=CC=NC=CNC=C1OC,-3.81,augment,,,COC1=CNC=CN=CC=CC1
C=1OC=1C2(C)NC=CC=NN=C(OC)CC=C2F,-3.53,augment,,,COC1=NN=CC=CNC(C)(C2=CO2)C(F)=CC1
C12C=CC3=C4C=C=C1C=C=NCC(=O)[C@H1]4C(OC)C3=CC2,-4.65,augment,,,COC1C2=CCC3C=CC2=C2C=C=C3C=C=NCC(=O)[C@H]21
CC(C)CC1C(O)CNC=CC(OC)COC=CC2=C1C2,-4.21,augment,,,COC1C=CNCC(O)C(CC(C)C)C2=C(C=COC1)C2
COC1CC(C=O)(NC1N2CCCC3C(C4)=CC=C3)C2C4,-4.53,augment,,,COC1CC2(C=O)NC1N1CCCC3C=CC=C3CCC12
COC1CCCCC=CC=CC(C)C2=CC2OC1=O,-4.01,augment,,,COC1CCCCC=CC=CC(C)C2=CC2OC1=O
COC1CCCN1CC=CC=O,-3.53,augment,,,COC1CCCN1CC=CC=O
COC=C(CN)/C=CC=CC=C1[NH1]C(CCC1)CCl,-3.8,augment,,,COC=C(C=CC=CC=C1CCCC(CCl)N1)CN
COC=C1C(CC2C(C[C@@H1](C)NCCN3)C)C=NC=C3C=C1CC2,-4.69,augment,,,COC=C1C2=CC3=CN=CC1CC(CC2)C(C)C[C@@H](C)NCCN3
COC=C1C=C1CCC(=O)CCCCC2=CC2NCC[C@@H1](C)C,-2.69,augment,,,COC=C1C=C1CCC(=O)CCCCC1=CC1NCCC(C)C
COC=C1C=C/C(NC(C)C=CCNCC2C1(C)C)C=C2,-4.67,augment,,,COC=C1C=CC2C=CC(CNCC=CC(C)N2)C1(C)C
COC=C1CCC=C1CN(C2=CC=CN=C(C)C2SSC3)O3,-4.25,augment,,,COC=C1CCC=C1CN1OCSSC2C1=CC=CN=C2C
COC=C=CC=C(CCC=CNCC1=CC=C(C)NN12)C=C2OCCOC,-3.22,augment,,,COC=C=CC=C1C=C(OCCOC)N2NC(C)=CC=C2CNC=CCC1
COC=CC#CCC=CC=O,-2.98,augment,,,COC=CC#CCC=CC=O
COC=CC#CCNC(=O)CC[C@@H1]1C=NC=C1CC(C2)(N)C2,-3.93,augment,,,COC=CC#CCNC(=O)CC[C@@H]1C=NC=C1CC1(N)CC1
COC=CC(=O)NNC(S)(F)CCC(=O)NN=CCC(C)Br,-3.39,augment,,,COC=CC(=O)NNC(F)(S)CCC(=O)NN=CCC(C)Br
COC=CC(Br)=C(S)CCSC=CC(=O)[O-1],-4.02,augment,,,COC=CC(Br)=C(S)CCSC=CC(=O)[O-]
C/C(=NN)C(C(C)C=COC)=CC=O,-3.4,augment,,,COC=CC(C)C(=CC=O)C(C)=NN
COC=CC(C=CC=CC=CS)(O)NC=O,-3.04,augment,,,COC=CC(O)(C=CC=CC=CS)NC=O
CC(C)(C)CCC(=O)C=C(C)C(O)C=COC,-3.51,augment,,,COC=CC(O)C(C)=CC(=O)CCC(C)(C)C
COC=CC(C(=O)CCC(C)CCCCNN1CC1C)OC,-1.98,augment,,,COC=CC(OC)C(=O)CCC(C)CCCCNN1CC1C
COC=CC1(C)C(C=CCCCC12CNC=O)N=C2,-3.96,augment,,,COC=CC1(C)C2C=CCCCC1(CNC=O)C=N2
COC=CC1(O)C=CC=C2C=C12,-3.49,augment,,,COC=CC1(O)C=CC=C2C=C21
COC=CC(/C=C/C=CC=CN=N/C1CC2Cl)C2S1,-4.51,augment,,,COC=CC1/C=C/C=CC=CN=NC2CC(Cl)C1S2
COC=CC1=C(N1C=O)CCF,-2.74,augment,,,COC=CC1=C(CCF)N1C=O
COC=CC1=CC(=O)[C@@H1]1O,-3.44,augment,,,COC=CC1=CC(=O)[C@@H]1O
COC=CC1=CN1OCOC=CCCCC(N)CSCSC=S,-2.77,augment,,,COC=CC1=CN1OCOC=CCCCC(N)CSCSC=S
COC=CC1C#C1,-2.3,augment,,,COC=CC1C#C1
COC=CC(SCCC1=NN1CC=CC(C)/C2=CC=C3)C=C23,-4.27,augment,,,COC=CC1C=C2C=CC=C2C(C)C=CCN2N=C2CCS1
COC=CC(/C=CCCNC=CC(C)CCN1)CC1=O,-3.89,augment,,,COC=CC1C=CCCNC=CC(C)CCNC(=O)C1
COC=CC1CC(C)(NCCCC(C)(C)C=O)C1S#N,-3.45,augment,,,COC=CC1CC(C)(NCCCC(C)(C)C=O)C1S#N
COC=CC1CC12OC(=N)C(=O)C=CC=C=COC2C=CC=O,-3.82,augment,,,COC=CC1CC12OC(=N)C(=O)C=CC=C=COC2C=CC=O
COC=CC1NC=CNC(C2)N[C@@H1]2C[C@@H1](C)CC1S,-3.99,augment,,,COC=CC1NC=CNC2C[C@@H](C[C@@H](C)CC1S)N2
COC=CC=C(C#CNCC=O)N1C=CC=NN(C)C=CC=C1,-3.83,augment,,,COC=CC=C(C#CNCC=O)N1C=CC=CN(C)N=CC=C1
COC=CC=C(C)NC(C[NH1+1])CN1NCC(O)C=CC1O,-2.08,augment,,,COC=CC=C(C)NC(C[NH+])CN1NCC(O)C=CC1O
COC=CC=C(C)O,-2.72,augment,,,COC=CC=C(C)O
COC=CC=C(C=O)CC1C=C(F)C1=NC=O,-3.57,augment,,,COC=CC=C(C=O)CC1C=C(F)C1=NC=O
COC=CC=C(NC(=O)C=O)C=O,-3.49,augment,,,COC=CC=C(C=O)NC(=O)C=O
COC=CC=C(CNCCCC=CC=C(O1)CC1C)COC,-3.62,augment,,,COC=CC=C(CNCCCC=CC=C1CC(C)O1)COC
COC=CC=C(O)CC([N+1]=O)C=CC=O,-3.38,augment,,,COC=CC=C(O)CC(C=CC=O)[N+]=O
COC=CC=C(CCCS[C@@H1](C)C(C)C=C(O)C1=CC=CC2=C1OC=CC=C2)O,-3.55,augment,,,COC=CC=C(O)CCCS[C@@H](C)C(C)C=C(O)c1cccc2c1OC=CC=C2
COC=CC=C1C#C1,-2.57,augment,,,COC=CC=C1C#C1
COC=CC=C1C=C1SCC[NH1+1](C)C=CCCCC=CCOC(S)=NC=O,-1.79,augment,,,COC=CC=C1C=C1SCC[NH+](C)C=CCCCC=CCOC(S)=NC=O
COC=CC=C(CNC=NCC#CCCCC1NN=O)C=C1,-5.32,augment,,,COC=CC=C1C=CC(NN=O)CCCC#CCN=CNC1
COC=CC=C1C=CC=CN1CSC=NN=C(C=CSCC=O)C2CC#CC=C2,-4.06,augment,,,COC=CC=C1C=CC=CN1CSC=NN=C(C=CSCC=O)C1C=CC#CC1
COC=CC=C(CCCCC(=O)CC(S)NC1)CC1(C)O,-4.16,augment,,,COC=CC=C1CCCCC(=O)CC(S)NCC(C)(O)C1
COC=CC=C1CNSC[C@@H1]1NCCC=O,-2.79,augment,,,COC=CC=C1CNSC[C@@H]1NCCC=O
COC=CC=C1CSCNNCCCC=CCCC(=O)N1,-4.13,augment,,,COC=CC=C1CSCNNCCCC=CCCC(=O)N1
COC=CC=C(C[NH2+1]CCNC=CC=C/C1=CC2=CN=C1OC3=C2)C3O,-4.76,augment,,,COC=CC=C1C[NH2+]CCNC=CC=Cc2cc3cnc2OC(=C3)C1O
COC=CC=C1NC/C2NC=CC3=CC=C(SC=C3)C=C2NCC1OC,-4.39,augment,,,COC=CC=C1NCC2NC=CC3=CC=C(C=C2NCC1OC)SC=C3
COC=CC=CC(=O)C=C(C=O)C1C=CC#C1,-3.87,augment,,,COC=CC=CC(=O)C=C(C=O)C1C#CC=C1
COC=CC=CC(=O)CCC(=O)C1=CC=CC=C1CSN=O,-4.57,augment,,,COC=CC=CC(=O)CCC(=O)c1ccccc1CSN=O
COC=CC=CC(=O)NCSCCC=O,-3.55,augment,,,COC=CC=CC(=O)NCSCCC=O
COC=CC=CC(C#N)=C[O-1],-3.08,augment,,,COC=CC=CC(C#N)=C[O-]
COC=CC=CC(C=C1CC=CC=C1N)(C)N=CSCSC2CN2C,-3.18,augment,,,COC=CC=CC(C)(C=C1CC=CC=C1N)N=CSCSC1CN1C
COC=CC=C[C@](OC1)(C)O1,-2.71,augment,,,COC=CC=CC1(C)OCO1
COC=CC=CC1CCCCC=CC=CCCC1,-4.29,augment,,,COC=CC=CC1CCCC=CC=CCCCC1
COC=CC=CC=C1NCCN1SC2CC=CCC2C,-3.93,augment,,,COC=CC=CC=C1NCCN1SC1CC=CCC1C
COC=CC=CC=C=CC#CNC=CN1N(C2)[C@H1]2C[C@H1](C)C1SC,-4.19,augment,,,COC=CC=CC=C=CC#CNC=CN1C(SC)[C@@H](C)C[C@H]2CN21
COC=CC=CC=C=CC(=O)C=O,-3.52,augment,,,COC=CC=CC=C=CC(=O)C=O
COC=CC=CC=C=O,-3.52,augment,,,COC=CC=CC=C=O
COC=CC=CC=CC=O,-3.32,augment,,,COC=CC=CC=CC=O
COC=CC=CC=CNCNC=NC=C1C=CCCC1,-3.85,augment,,,COC=CC=CC=CNCNC=NC=C1C=CCCC1
COC=CC=CC=O,-2.89,augment,,,COC=CC=CC=O
COC=CC=CCC1(C)C=CC[C@H1]1CCOC=O,-3.55,augment,,,COC=CC=CCC1(C)C=CC[C@H]1CCOC=O
COC=CC=CCC(CNC(C)C(C1)O)N=CO1,-3.29,augment,,,COC=CC=CCC1CNC(C)C(O)COC=N1
COC=CC=CCC=CCC1C=CCN1C,-3.84,augment,,,COC=CC=CCC=CCC1C=CCN1C
COC=CC=CCC=CCCC(=O)C=O,-3.22,augment,,,COC=CC=CCC=CCCC(=O)C=O
COC=CC=CCCC(=O)C=CCCCC1=CC=C=CC1,-3.82,augment,,,COC=CC=CCCC(=O)C=CCCCC1=CC=C=CC1
COC=CC=CCCC=CCN(O)C(C=CC=C1N=CCC1O)NO,-3.74,augment,,,COC=CC=CCCC=CCN(O)C(C=CC=C1N=CCC1O)NO
COC=CC=CCCC/C(C)CCC(OC)CC=C[O-1],-3.01,augment,,,COC=CC=CCCCC(C)CCC(CC=C[O-])OC
COC=CC=CCCCC[NH2+1]C[NH1+1](C)CC(N)CCC(C)(O)C,-2.21,augment,,,COC=CC=CCCCC[NH2+]C[NH+](C)CC(N)CCC(C)(C)O
COC=CC=CCCF,-2.08,augment,,,COC=CC=CCCF
FC([O-1])CCCC1C=CCCN1C=NC#CNCCC=CC=COC,-3.89,augment,,,COC=CC=CCCNC#CN=CN1CCC=CC1CCCC([O-])F
COC=CC=CCSC=NNC[C@@H1](C)N=NC(C1=O)CC=CC=C1CCOC=O,-2.83,augment,,,COC=CC=CCSC=NNC[C@@H](C)N=NC1CC=CC=C(CCOC=O)C1=O
COC=CC=CC[C@@H1](O)NCOC(=O)C=CC=CF,-2.98,augment,,,COC=CC=CC[C@@H](O)NCOC(=O)C=CC=CF
COC=CC=CC[C@H1](C=C=CCl)C(=O)CCCCOF,-3.07,augment,,,COC=CC=CC[C@H](C=C=CCl)C(=O)CCCCOF
COC=CC=CN1C=C(C=C=C1)N2N=C2,-3.34,augment,,,COC=CC=CN1C=C=CC(N2C=N2)=C1
COC=CC=CNC(=O)C=O,-3.21,augment,,,COC=CC=CNC(=O)C=O
COC=CC=CNNCOC=O,-2.51,augment,,,COC=CC=CNNCOC=O
COC=CC=N,-2.5,augment,,,COC=CC=N
COC=CC=O,-2.4,augment,,,COC=CC=O
COC=CC=[NH1+1]C1CC(C)CC[NH1]C=CNCCC1,-3.43,augment,,,COC=CC=[NH+]C1CCCNC=CNCCC(C)C1
COC=CCC(=O)CCCOCCCC(C)(O)[O-1],-1.74,augment,,,COC=CCC(=O)CCCOCCCC(C)([O-])O
COC=CCC(COCC=O)C1=CCCNC1C,-3.13,augment,,,COC=CCC(COCC=O)C1=CCCNC1C
COC=CCC1C=CC=C1CNC(=O)C2CC=CC=C2CC=O,-3.64,augment,,,COC=CCC1C=CC=C1CNC(=O)C1CC=CC=C1CC=O
COC=CCC=CC#CSC=CC=O,-2.95,augment,,,COC=CCC=CC#CSC=CC=O
COC=CCCC(C1)C=CNC[C@@H1]1C=O,-3.8,augment,,,COC=CCCC1C=CNC[C@H](C=O)C1
COC=[C@@H1]CCCCCCCC=NC=CSCOC,-2.25,augment,,,COC=CCCCCCCCC=NC=CSCOC
COC=CCCCCCCN(C=CC1)CC1N,-1.99,augment,,,COC=CCCCCCCN1C=CCC(N)C1
COC=CCCCCCN(O)CC(N1)(N)NC(C)C1(C)C(N)C,-2.09,augment,,,COC=CCCCCCN(O)CC1(N)NC(C)C(C)(C(C)N)N1
COC=CCCCNC(=O)NC1(C)C=CCC1C=O,-3.74,augment,,,COC=CCCCNC(=O)NC1(C)C=CCC1C=O
COC=CCCCNC(C)[NH2+1]CCCC1C=C[NH1]C1,-2.35,augment,,,COC=CCCCNC(C)[NH2+]CCCC1C=CNC1
COC=CCCCNC=CC=CC=C(N)C=O,-3.03,augment,,,COC=CCCCNC=CC=CC=C(N)C=O
COC=CCCNC=CC(C)[C@H1](C)C=O,-3.4,augment,,,COC=CCCNC=CC(C)[C@H](C)C=O
COC=CCC[NH1+1](NC(=O)C1=CCC=CC=CC2C#CCC=C12)C,-4.2,augment,,,COC=CCC[NH+](C)NC(=O)C1=CCC=CC=CC2C#CCC=C12
COC=CC[C@H1](C)[NH1+1]CCCC1C(=O)CCC1C(Cl)C,-3.89,augment,,,COC=CC[C@H](C)[NH+]CCCC1C(=O)CCC1C(C)Cl
COC=CC[NH1+1]CC[NH2+1]C=CC=CC1=CC(=O)C=C1C,-4.31,augment,,,COC=CC[NH+]CC[NH2+]C=CC=CC1=CC(=O)C=C1C
COC=CN=C1CC2C=C1NSC=CC=CC=CC=CC(C)N2,-4.54,augment,,,COC=CN=C1CC2C=C1NSC=CC=CC=CC=CC(C)N2
COC=CN=C(CCNCC12P=O)CCN1C=C2C3C=CC3O,-3.95,augment,,,COC=CN=C1CCNCC2(P=O)C(C3C=CC3O)=CN2CC1
COC=CN=C=CI,-3.1,augment,,,COC=CN=C=CI
COC=CN=CC=CC=CCCl,-2.79,augment,,,COC=CN=CC=CC=CCCl
COC=CN=CC=O,-2.6,augment,,,COC=CN=CC=O
COC=CNC(NC(C1=O)=CCCO1)=CC=CC=C[NH1]CN2N=C2,-3.74,augment,,,COC=CNC(=CC=CC=CNCN1C=N1)NC1=CCCOC1=O
COC=CNC(C)C=O,-2.91,augment,,,COC=CNC(C)C=O
COC=CNC(SC)CC(C)C=O,-2.65,augment,,,COC=CNC(CC(C)C=O)SC
COC=CNCCCC=O,-2.6,augment,,,COC=CNCCCC=O
COC=CSC[NH1+1]C=NC1CC=NC1(C)CC=CF,-3.32,augment,,,COC=CSC[NH+]C=NC1CC=NC1(C)CC=CF
COC=CC1=C(C=CC=C1C=CNCS)CCCC=O,-4.17,augment,,,COC=Cc1c(C=CNCS)cccc1CCCC=O
COC=CC1=CC#CN1,-3.12,augment,,,COC=Cc1cc#c[nH]1
COC=NC(CCNC=O)CC1CC=C=C1C2CC=CC2F,-4.11,augment,,,COC=NC(CCNC=O)CC1CC=C=C1C1CC=CC1F
COC=NC(S)C(C(=O)CC1CC2(C3C1C)CCC3C)ON=N2,-4.39,augment,,,COC=NC(S)C1ON=NC23CCC(C)C2C(C)C(CC1=O)C3
COC=NC1(C#N)CCCC=CC(C2)C1C2=NC(C)S,-3.2,augment,,,COC=NC1(C#N)CCCC=CC2CC(=NC(C)S)C21
COC=NC=C(CCCCCCN(C)C=C(N)CC=O)CC=N,-1.48,augment,,,COC=NC=C(CC=N)CCCCCCN(C)C=C(N)CC=O
COC=NC=C(C1N(C)NCN2CCO[C@H1](C)CC13C2)CCO3,-4.55,augment,,,COC=NC=C1CCOC23C[C@@H](C)OCCN(CNN(C)C12)C3
COC=NC=C[C@@H1](C=O)NCCNCNC1(NCCCS12COC)NCC2C,-1.75,augment,,,COC=NC=C[C@@H](C=O)NCCNCNC12NCCCS1(COC)C(C)CN2
CC(=O)CN=[C@H1]OC,-2.5,augment,,,COC=NCC(C)=O
CC(C)C=CC/C=NNCOCC1C2=C=C2C=C1ONN=COC,-2.66,augment,,,COC=NNOC1=CC2=C=C2C1COCNN=CCC=CC(C)C
COC=O,-2.06,augment,,,COC=O
C1CCCC=NC2=C1C(C)C2NCC=CC(C)(C)COC,-4.39,augment,,,COCC(C)(C)C=CCNC1C2=C(CCCCC=N2)C1C
COCC(CO)C(CCNC=C1)C(O)C=N1,-2.65,augment,,,COCC(CO)C1CCNC=CN=CC1O
C1OC=CCC(N[C@H1](N)C(=O)NC2CC=CNC2(C)C)=C1COC,-4.11,augment,,,COCC1=C(N[C@H](N)C(=O)NC2CC=CNC2(C)C)CC=COC1
C1C=C1CC=CCNC=CC=C2C=C(CC=C2)COC,-4.07,augment,,,COCC1=CC(=CC=CNCC=CCC2=CC2)C=CC1
C1=CC=CC2=C/C=C1C3C(COC)C=CC2C(C)C4CC4=C3,-4.84,augment,,,COCC1C=CC2C3=CC=C(C=CC=C3)C1C=C1CC1C2C
C1C(C)CC2=C1C(CC=O)C(C)(C)CC2COC,-4.12,augment,,,COCC1CC(C)(C)C(CC=O)C2=C1CC(C)C2
COCC1CCCSNC=N1,-3.38,augment,,,COCC1CCCSNC=N1
C1C=CCCCC=CC(C2C)=CC=CC=CCCC1OC2COC,-5.07,augment,,,COCC1OC2CC=CCCCC=CC(=CC=CC=CCC2)C1C
COCC=C(CCSCC=O)C,-2.88,augment,,,COCC=C(C)CCSCC=O
CC(C)NCCCC(=O)C(C)C1CCCC(C1CF)=CCOC,-3.54,augment,,,COCC=C1CCCC(C(C)C(=O)CCCNC(C)C)C1CF
COCC=CCCOC1CC=CC#C1,-3.04,augment,,,COCC=CCCOC1C#CC=CC1
COC[C@@H1]=NC[NH3+1],-2.62,augment,,,COCC=NC[NH3+]
COCCC(=O)C1NC(C)=C1CC(C=O)CP,-2.54,augment,,,COCCC(=O)C1NC(C)=C1CC(C=O)CP
COCCC(C=C/C(=O)ON)C=C\C=NC=C=CCCC=O,-3.68,augment,,,COCCC(C=CC=NC=C=CCCC=O)C=CC(=O)ON
COCCC(NC=CCC=NC=CCF)C1CC1=O,-2.74,augment,,,COCCC(NC=CCC=NC=CCF)C1CC1=O
COCCC1(C=O)CC(C1(C)C(=O)C)CC2=CC2=NC(=O)[O-1],-4.09,augment,,,COCCC1(C=O)CC(Cc2cc2=NC(=O)[O-])C1(C)C(C)=O
COCCC1=CNC(C)C1N=O,-3.73,augment,,,COCCC1=CNC(C)C1N=O
COCCC=1C(C)CCN=1,-3.12,augment,,,COCCC1=NCCC1C
C1=CCCCNCCSC(C)C=C1C2CCNCCNNC=CC2CCOC,-4.83,augment,,,COCCC1C=CNNCCNCCC1C1=CC(C)SCCNCCCC=C1
COCCC=C(C(=O)C=O)OC,-2.95,augment,,,COCCC=C(OC)C(=O)C=O
COCCC=C(C1N)CC(=O)C1C=O,-3.29,augment,,,COCCC=C1CC(=O)C(C=O)C1N
COCCC=CCCN[C@H1](C)C=O,-3.06,augment,,,COCCC=CCCN[C@H](C)C=O
COCCC=CN1SC=C/C(=N)C=NC2=C(C)C=C12,-3.79,augment,,,COCCC=Cn1sccc(=N)cnc2c1=CC=2C
COCCC=O,-2.29,augment,,,COCCC=O
COCCCC(=O)CC=O,-2.88,augment,,,COCCCC(=O)CC=O
COCCCC(C)C=O,-2.65,augment,,,COCCCC(C)C=O
COCCCC(C)CC=CC(Cl)CCl,-2.72,augment,,,COCCCC(C)CC=CC(Cl)CCl
COCCCC(C=O)N,-2.33,augment,,,COCCCC(N)C=O
COCCCC=O,-2.41,augment,,,COCCCC=O
COCCCCC1=CS1=O,-3.36,augment,,,COCCCCC1=CS1=O
COCCCCC1=CSCCCN2C(C3)OCCNC3CC1CO2,-3.89,augment,,,COCCCCC1=CSCCCN2OCC1CC1CC2OCCN1
COCCCCC(C=CN=CCCSCCCON=C1)C=C1SC=O,-4.4,augment,,,COCCCCC1C=CN=CCCSCCCON=CC(SC=O)=C1
COCCCCC=CN(C1)C1=O,-3.33,augment,,,COCCCCC=CN1CC1=O
COCCCCCONC=CC=C(S)CC#N,-2.86,augment,,,COCCCCCONC=CC=C(S)CC#N
COCCCNC(=O)CCCCCCC=O,-3.34,augment,,,COCCCNC(=O)CCCCCCC=O
COCCCNC(NC=CCCNCCC(C)=NC=O)C=CC=C(O)C,-2.09,augment,,,COCCCNC(C=CC=C(C)O)NC=CCCNCCC(C)=NC=O
COCCCOC=CNC=NC=CC=CNC1=CC=CC=C1C=O,-3.49,augment,,,COCCCOC=CNC=NC=CC=CNc1ccccc1C=O
CC(C)C(C)(C)C(=O)CCCNC=NCCOC,-3.56,augment,,,COCCN=CNCCCC(=O)C(C)(C)C(C)C
COCCNC(=O)[O-1],-2.96,augment,,,COCCNC(=O)[O-]
COCCNC(C)NC=O,-2.62,augment,,,COCCNC(C)NC=O
COCCNC=CC=CC=C1C=N1,-2.85,augment,,,COCCNC=CC=CC=C1C=N1
COCCNCF,-1.68,augment,,,COCCNCF
COCCNC[NH1+1]CCCNC(C1)NCCC2=C1C=NN2SCl,-2.41,augment,,,COCCNC[NH+]CCCNC1Cc2cnn(SCl)c2CCN1
OC(C1)(COC=C1)OOCC2=CC=CC=C2CCOC,-2.93,augment,,,COCCc1ccccc1COOC1(O)CC=COC1
COCNC(=O)CCC=CC=O,-3.67,augment,,,COCNC(=O)CCC=CC=O
C1#CCCC=C1NONC=NC=C(CCC=O)CCCCCNNCOC,-1.85,augment,,,COCNNCCCCCC(=CN=CNONC1=CCCC#C1)CCC=O
COC[C@@H1](O)C=O,-2.62,augment,,,COC[C@@H](O)C=O
COC[NH2+1]NC1CCC2=CC=CNCCC1C=CC2=S,-3.87,augment,,,COC[NH2+]NC1CCC2=CC=CNCCC1C=CC2=S
CC(C)C[C@@H1]1CCCC[C@@H1]1CN=CCCN(C)OC,-3.59,augment,,,CON(C)CCC=NC[C@H]1CCCC[C@H]1CC(C)C
NC[NH1+1]C=NCCOC=CN=C=CC=CC=CN(OC)C1CC1,-3.46,augment,,,CON(C=CC=CC=C=NC=COCCN=C[NH+]CN)C1CC1
C1C(C)C(C)=C=C1NC=NN(OC)CN2CCCC=N2,-4.26,augment,,,CON(CN1CCCC=N1)N=CNC1=C=C(C)C(C)C1
CN(C[NH1+1][C@@H1](C)CCCCC(C)COC=NOC)C=C1C(C)C1,-1.93,augment,,,CON=COCC(C)CCCC[C@H](C)[NH+]CN(C)C=C1CC1C
CONC[NH1+1]=CC#N,-2.81,augment,,,CONC[NH+]=CC#N
O1CNC(=N)CC(C)=C(C)C(Cl)=C1C(C)CSNOC,-3.01,augment,,,CONSCC(C)C1=C(Cl)C(C)=C(C)CC(=N)NCO1
O=CCOC=CNC1(C=CC=C1OOC)CC=CC2CC2CCl,-3.22,augment,,,COOC1=CC=CC1(CC=CC1CC1CCl)NC=COCC=O
C[C@H1](C)[C@@H1](OC)CCCCN=CCC=CC=C=CCCl,-2.86,augment,,,CO[C@@H](CCCCN=CCC=CC=C=CCCl)C(C)C
CC(C(=O)C=CCC(C)CCCC[C@@H1](C)OC)=O,-3.1,augment,,,CO[C@H](C)CCCCC(C)CC=CC(=O)C(C)=O
C1CNC(C)N1OCNC=CC(C)OCCCC2O[NH1+1]2OC,-2.55,augment,,,CO[NH+]1OC1CCCOC(C)C=CNCON1CCNC1C
COc1ccc(NS(=O)(=O)c2cccc(C(=O)NCC3CCCO3)c2)cc1,-4.4,anchor,analog,BI-4924,COc1ccc(NS(=O)(=O)c2cccc(C(=O)NCC3CCCO3)c2)cc1
COc1ccc(S(=O)(=O)Nc2ccc(NC(C)=O)cc2)cc1,-4.49,anchor,analog,NCT-503,COc1ccc(S(=O)(=O)Nc2ccc(NC(C)=O)cc2)cc1
COC1=CC=CC=C1C=O,-3.21,augment,,,COc1ccccc1C=O
COC1=CC=CC=C1CCC=CC=CC2=C(C=CN2C3=O)CC(C)C=C3C,-5.38,augment,,,COc1ccccc1CCC=CC=Cc1c2ccn1C(=O)C(C)=CC(C)C2
COC1=CC=CC=C1OCC(=O)C=O,-2.84,augment,,,COc1ccccc1OCC(=O)C=O
CS(=O)(=O)Nc1ccc(C(=O)NCC2CCCO2)cc1,-4.63,anchor,analog,BI-4924,CS(=O)(=O)Nc1ccc(C(=O)NCC2CCCO2)cc1
CS(=O)(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,-5.6,anchor,analog,NCT-503,CS(=O)(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1
O=C(O)C=C=CC=C1S(C)(C)C2CC2C=CCCCC1,-4.95,augment,,,CS1(C)C(=CC=C=CC(=O)O)CCCCC=CC2CC21
C1S(C)(C)C=C1F,-2.31,augment,,,CS1(C)C=C(F)C1
[NH3+1]OC=CC=CCSC=CCCC(=N)C1S(C)(F)CC=C1,-2.67,augment,,,CS1(F)CC=CC1C(=N)CCC=CSCC=CC=CO[NH3+]
C1CNNCNC2=CCCOC=CC=CC=CS21(=N)C,-4.5,augment,,,CS12(=N)C=CC=CC=COCCC=C1NCNNCC2
C1C=CC=C1NC=C(N)C=CC=C2C=CS(C)=C2C=CC=O,-4.14,augment,,,CS1=C(C=CC=O)C(=CC=CC(N)=CNC2=CC=CC2)C=C1
C[NH1+1](C)CC(SC)C(C)Cl,-2.53,augment,,,CSC(C[NH+](C)C)C(C)Cl
C[C@@H1](C)COC=CC(SC)(O)CCl,-2.28,augment,,,CSC(O)(C=COCC(C)C)CCl
CSC1=CNCNC=CC(C2=CC=CC=C12)F,-3.59,augment,,,CSC1=CNCNC=CC(F)c2ccccc21
N#CCC=NCC=CC(C)NN[C@@H1](C)CNNC(C1)=NC1SC,-3.97,augment,,,CSC1CC(NNC[C@H](C)NNC(C)C=CCN=CCC#N)=N1
C1CCCCCC=C1N2C=NC(SC)CC=CC=CC2(C)C,-4.9,augment,,,CSC1CC=CC=CC(C)(C)N(C2=CCCCCCC2)C=N1
CSC1CNNCCCN(C)N1CCCC=O,-3.44,augment,,,CSC1CNNCCCN(C)N1CCCC=O
