idx,smiles,delta_g_kcal_mol,source
5350,CC(C)C(=C)C=CC=CC1=CCCN[C@H1]1OCC[NH2+1],-3.16,augment
5351,C1COC=CNS[C@H1]CCOC=CC=C(C(=O)C=O)C=CC=C1,-4.81,augment
5352,CCCCCNC=C(N=C(C1)SCCCC(NC)=CC(C)C)OS1,-2.1,augment
5353,CC([C@@H1])(C)C(=O)N=C(N)[C@@H1](C)C=O,-3.49,augment
5354,COC=CCOC=C,-2.46,augment
5355,CC1=CC=CCC=C1OC=CC=NCNCCC=CC=C,-4.74,augment
5356,O=C(CC12N(C)CC=C1)C3[C@H1]CCCCC=C2O3,-5.24,augment
5357,C=CC=CC=C[NH1]C1(CC[C@H1]([NH2+1])N(C=O)CCCOC=C1)CCOC,0.0,augment
5358,C1CCC[C@@H1]C=NCCNC=CCC2C(C=CN=C2S=O)CC1C,-5.3,augment
5359,CC=C[C@@H1](OC)C1(C=O)OC2=C1C2=O,-3.61,augment
5360,CC(C)C(C)CCC=O,-3.36,augment
5361,CCCCC1C=CC=C1F,-3.02,augment
5362,C1OC=CC1(CC=CN)CCC2NCC(O)C2C=O,-3.81,augment
5363,CC[NH2+1]C[C@@H1]CCNC[C@@H1]SCNC[C@H1]C=O,0.0,augment
5364,CCCOC=C(CNC(=O)C1CC)[C@H1]C=C1C(C)=CC=N,-4.19,augment
5365,COC=CC=CCNCCNC1[C@@H1]CCC=CC2=NC=C(C)C2(C)C3=NN13,-4.3,augment
5366,C1C(C=C[C@H1]1C2=CC=O)CC=C=C=C/C(C)S=C2C(=O)C=N,0.0,augment
5367,C=CN=CNCCCCCC1=[NH1+1]C1CCl,-2.55,augment
5368,NCCC=CCCN(C1)CCC=CN1CC=O,-3.05,augment
5369,CC=CC1=CC=NNCNC[C@@H1]CCCC=C1C=CNNNC=NC[C@H1]CCC=O,-4.24,augment
5370,CC1C=CC=C(CC[C@H1]C([C@H1])NC2(C)CC23CC)NS3CC1,-4.87,augment
5371,CC=CC=CC=O,-3.26,augment
5372,O=C(O)[C@H1](N)C=C1C(O)C=C1COCC(F)CCN=CN=CC=C=C,0.0,augment
5373,CCOC=C(N)C(C)CC[C@@H1][C@@H1]COC=CC(C=CC1C(C)CC2)CCCC=C12,-4.1,augment
5374,C1OC=CC=CC=C1N2C3=CCCC2C3NCCCSC,-3.74,augment
5375,CN(C=CCC1=O)NC=CC1C2=CC=CC=C2N=CCCCC,-3.89,augment
5376,C1[C@H1]C1=O,-2.81,augment
5377,O[C@H1]C=CN=C(C1CCC)CN1CCC=CC2CC=NN=C2C,-4.76,augment
5378,CC(C)(C1)[NH2+1]1,-2.55,augment
5379,CCC[C@H1]=[C@H1]CCCCC(C)NC([C@H1])CCCCCF,-2.1,augment
5380,CCC=CC(C(=O)C=O)C(C1)CC=C(C=NN(C)CNC1)OCCCC,-3.89,augment
5381,CC=NN(CCC)CC(CNCCCCN=NCC=NC=CC=O)C1=CC1,-1.17,augment
5382,C1C=NC=CCC=C=C(C=C/C=CC=CNCNNC=CC=CC=C[O-1])N1Br,-5.42,augment
5383,CC[C@H1]CCOC=CC1(C)C=CC=C1NCCN=O,-3.96,augment
5384,CCC(=O)CCCCCC(C1)CCCC1C[NH1+1]NCCC=CC=O,-3.63,augment
5385,CC(CC[C@H1]O)(OC(C)(C)C=CCl)COS,-1.13,augment
5386,O=C(N)C=CCN=CC=CC1(C)CCC=C1C=NC(O)NCCCC,-3.75,augment
5387,CC=CC=O,-2.7,augment
5388,O=C(N)NC(CCCNC)=CC=O,-3.42,augment
5389,C=C=N[C@@H1](N=C1NC(C)C1)CC=NC=CS#N,-3.46,augment
5390,C1=CCC[C@H1]CC(=O)CN1C2CNCCN2C=O,-4.21,augment
5391,CC=C(N)N(O)CCCC(NCCOC=CC=CF)C=NC=NC,-1.92,augment
5392,CCCCCC(C(C)NC(=O)C=CC=CCCF)P,-2.7,augment
5393,CC=NN(CCCC)CC=CC=CC=CN(CC)CCC=CC#CC,-3.2,augment
5394,CC=CC=O,-2.7,augment
5395,COC(C)(C)C=C(OCC)CCN[C@@H1](C)C(CC)=O,-2.8,augment
5396,CCCC=C(C)C1SC(C=CCCN)C2=CC=CCC2OC1C=CS,-5.06,augment
5397,CCCCCC=CC=CC=CC=CNCCCNC=NC[C@H1]C=NC=O,-2.53,augment
5398,C[C@H1]C1=CCC=C(C2SCCS1C3=NC4(C)C=CN=C4[C@H1]3)COCO2,-5.21,augment
5399,COC(=O)[C@H1](C)N(C(C)C=CC1)CC1(O)C,-3.25,augment
5400,CC(C)[C@H1]([C@@H1](C)C=O)CC,0.0,augment
5401,C1CN1C,-2.06,augment
5402,C1C=CC=C([C@H1]C2[C@H1]CCCCC(C)CC=CN21)CCC,-5.13,augment
5403,C1=C2C(C)[C@@H1](O3)NCCCN3C2O1,-3.75,augment
5404,C/C(=NN)C(C(C)C=COC)=CC=O,-3.4,augment
5405,COC[C@H1](C(=C)C=CNC=NC=CCC=CC=C)[O-1],0.0,augment
5406,C1C(C)=[C@H1]CCCC(=O)C2C=C1C2=C,-4.48,augment
5407,C1=CO1,-2.08,augment
5408,C1C=COC=CC=C1CCC(=O)CCCNC(S)C=CC=C(F)C,-2.8,augment
5409,CC(O)C=NC=CCC=O,-3.11,augment
5410,CC(=O)C1CCNC1CNCCCCCCCCC=CCCC(=C)NCF,-1.66,augment
5411,C[C@H1](C=CC=CC(=O)CCC=CC)CC1CC1(C)CCCC,0.0,augment
5412,CCOC=NC=C=C1CS(=O)C2[NH1+1]1CC[C@H1]CCCOC=CC=C2,-4.9,augment
5413,O=C[C@@H1](CC=NC(C)=CC1=CC(=N)C1Cl)CCN=C=CC=CNCCC2C=C2,-4.19,augment
5414,C[C@@H1](COC=CC(C)C=1CF)NCC=1[C@@H1]CCC[C@@H1]C[C@H1]CCCC=C,0.0,augment
5415,CCC=NC1(O)C(C2)[C@H1]2[C@H1](C#N)CC1C,-3.39,augment
5416,C1C(C)OC=C1C=CC=O,-3.68,augment
5417,CC1[NH2+1]C=NC=CC1CC(=O)C2=C=C=C(CC2CC)S,-3.82,augment
5418,CSC[C@H1]C(=C)CCN[C@@H1][C@H1]CCCC=[C@@H1]C=[C@@H1]C,-2.66,augment
5419,CCCCC=C(OC=NCC(=C1)C=COC=C1)C=O,-3.32,augment
5420,C[C@@H1]CC=CCC(C)C=O,-3.18,augment
5421,CCNC=C1CC=CC(N[C@@H1](N)NC[NH1+1]([C@@H1])CCC=C[C@@H1]C)C1,-3.54,augment
5422,C[NH1+1](C=CCCCC(CC1)[C@@H1](C)C=C1S)CCONCC2CC2=NN=C,-1.75,augment
5423,COC1=CC2=CC1CCCCCO[C@@H1](CC=C)C2,-3.84,augment
5424,O=CCC=CCCOC12[C@H1]NC3=CN3CC=CC(C1C=C(OC)CN)ON2C,-3.25,augment
5425,CC(N)C=CC=C(CC)C(=O)NCCCC(=O)C(C)F,-3.73,augment
5426,CC(=O)CCCNC=C1[C@@H1](C=CC2=CC=NNC2C1N)CCC3NC3,-2.78,augment
5427,CC=NC[C@H1](C)C1COC(C[C@H1]CCC[C@@H1]C[C@@H1]C(C)(C)C=C)C1,-3.11,augment
5428,CCC=C(CCCC(C)NC1=C2CN)CCC=CC1C2C=O,-4.11,augment
5429,O[C@H1](C)C(C)OC=CC=CCCCC1C=NC=CC=CCC1CC,0.0,augment
5430,COC=CC=C(CCC1CCCNCC=CCC)C1F,-3.66,augment
5431,CC=CC1=C(C=NC=CC=C1C[C@H1]CCC2=N)C3=CC=C2C=C3COCO,-5.61,augment
5432,CC[C@@H1](C)N=C(C)[C@@H1]CCC1CC1ON2CNC#CC=CC2C,-3.74,augment
5433,CC(=C)N1CCN/C(=O)NC(C=CC=CC=C1CC)F,-3.99,augment
5434,O=C=[NH1+1]C(NCOC=CC=O)CC=CC=CC1=CNC=NC1C,-3.91,augment
5435,C=1C=CC=CC=1C(O)CC[NH1+1]([NH2+1])CCOC=O,-1.41,augment
5436,O=C[C@H1]C1CN1SCC(CNC(=O)CC=O)C=CC=CC#C,-2.53,augment
5437,C[C@@H1][C@H1](CC)C=O,-2.8,augment
5438,O=C(CNC=CC1=CC=CCC2C=C2CCNC=C1)N=CC[NH3+1],-4.93,augment
5439,CCCCCC(C)(CC)[C@H1](N)CCCCCCCS,-2.76,augment
5440,CCN(C1CO)CCCNCCC2CC=C1C=C2C=C=O,-4.12,augment
5441,CCNCC12NC=CC3=C=C1[C@H1](C)NCC4N2C(=O)CC(N5C4=N)C5=C3,-4.47,augment
5442,C[C@@H1]CC=C(NC[C@@H1]C1CCCN1C=CC=C(Cl)C)CC=O,-3.92,augment
5443,CC=CC=CC=O,-3.26,augment
5444,CCC=NN=C(C=NCCC=O)C,-3.25,augment
5445,C#CCOC=CC=CC(C=O)CF,-2.87,augment
5446,C12CC=C3C=C=C1CCC2CN(C=C)C3,-4.09,augment
5447,C1CCCCNC(=O)CCN[C@@H1](C)[NH1+1](C)CCCCC2=CC21,-4.9,augment
5448,[NH3+1][C@@H1](C)[C@@H1][C@@H1]C=CSCCC=C(NC=CC1)CC=CC1=C,-4.59,augment
5449,COC(=C)[C@@H1]SCN=C=O,-2.84,augment
5450,C1CC=CC=C1CCSC=NC=CC=C2C=C(OCN3C=N2)CC=C=C3C,-5.18,augment
5451,C1CC2CC1NCC(N)C3C4N(C)N3C=CC=CCC=C2OCCCCC=C4,-4.86,augment
5452,CC(C=O)C=CC=NC(C)C=O,-3.18,augment
5453,CCNC[C@H1](CCC(=O)[C@@H1]CCCCCC)CC[NH2+1]CSCF,-0.97,augment
5454,CCC(C=O)=C=NC\C(CCC=O)(C)C=C,-3.29,augment
5455,C1C=CCCC(C(=C)C2=O)C=C1CNC=CCNCCC=CN=CSS2,-5.59,augment
5456,CC=CC=CCBr,-2.88,augment
5457,NC(=O)C=O,-2.3,augment
5458,C1CCC=CC=C1SCC#CCC2C=C2NCCOC[NH1]C3=CC=CC=C3,-3.91,augment
5459,CCOCCC[C@H1]=CNC=O,-3.09,augment
5460,C1C[C@@H1]CCCCNC(C)C(O)CC=NN=NN(CCCCC2)CC2=NNC=N1,-4.73,augment
5461,C1C(C)(O)C=CC=C1N=NC,-3.8,augment
5462,C1[C@H1](C2CCC1)C2(F)CF,-2.75,augment
5463,CCC1(C)C=CC2=NN=CS(C)C2C1N(C)[C@H1](C)C=O,-4.11,augment
5464,CC=CCCOC=NCN[C@H1](C[C@H1])CCOC1OC=CCC1=CC,0.0,augment
5465,C=C[NH1]C(C)C=C(SCC=CC)C,-3.02,augment
5466,COC=CC=C(CCCS[C@@H1](C)C(C)C=C(O)C1=CC=CC2=C1OC=CC=C2)O,-3.55,augment
5467,CC(=C)C=CN(OC(C)=CC=NC=CC(Cl)=CC)C,-3.36,augment
5468,C12CCC=CC3CC=CC3C1C2,-4.26,augment
5469,CC(NC[NH1+1]CCC=C([NH1+1])CF)C,-1.62,augment
5470,C12CCNC=CC1(CNC=O)S2,-4.02,augment
5471,C1CC=[NH1+1]C=CCNC=CCCC(=O)[C@@H1]CCCC=CC=C=C1,-5.11,augment
5472,CC(=O)C=CC(C=C1C=CO)CCCCCN1CC=CC2=CC2,-4.11,augment
5473,O=C(N)[C@@H1](O)CCC(CNCCCC=CSS)CF,-1.06,augment
5474,C1C=CC=C(CO)CCCCC=C1C,-5.39,augment
5475,CC[C@@H1]C1=NC[NH1+1](O)CCC=CC=CC1=CCCON,-4.73,augment
5476,CCOC=CCCNC(=O)[C@@H1]C=CCC=O,-4.09,augment
5477,CCN(CCCC1)CC=C(C[C@H1](CC=O)C)CNCCCCOC1,-4.27,augment
5478,C[C@@H1]N[C@@H1]COC=CCCCC=CCC(C)NC=CC=CC1C=C1,-2.74,augment
5479,CCCC=CC(=O)OC[C@H1]C(=C)CCCC=CCC=C=O,-3.84,augment
5480,CC1=NNC(C2)CC(=C)C(=N)N=C1S2=C=O,-4.35,augment
5481,O=C(OC1=CC=CC=C1NC=CCN)CCC(Cl)=CCF,-3.47,augment
5482,CC=CC=C/NC=NCC(=O)C1CN1CCCCC=C=CC,-4.36,augment
5483,CCC[C@@H1]1C(=N)NNC(=O)NCCC2C3CC=C(C(O)C=C3)SC21,-4.71,augment
5484,COCC1C[C@@](OC)=CNC(C=CC1[C@H1]N[C@@H1]2CCCCC2)C3COCC3C,-4.18,augment
5485,C#CC=CC1=CC#CC(=O)NC2OC=CCC=C12,-4.19,augment
5486,C[NH1+1]OC=CC=CC=CCCCCC(=O)C=CC=C=SC=O,-3.88,augment
5487,C1C2OC(=O)C=C1S(C3)=CC(O)C23NC(C)C=C,-3.95,augment
5488,O=C([O-1])C=CCN(C)C=C1NC2=CC=CCC3C2C=C1C=C3,-4.65,augment
5489,CCOC(=C)C(=O)NN(C=O)NCCCCCCC=C=C,-3.19,augment
5490,C1C(C)(CCCC=C)C=C1CC2[C@H1](C)N(C)CCC2=C,-4.54,augment
5491,CNC(=O)COSCC=C=NCC(CCC1C=C1)CC,-2.57,augment
5492,C[C@@H1]1[NH1]CCC(=O)CCCNNC=C1N(C)C(F)CCOC=CCF,0.0,augment
5493,CCNN=CC(=O)C1CC=NC1OCCC=C,-3.17,augment
5494,CC=NC=C(C1C=CC1C[NH1+1](N2)C[C@H1](C)CC2CC)C,-3.88,augment
5495,CC[C@H1](C)CCNC(C)=CSCCNO[C@H1]C=NC=O,0.0,augment
5496,COC=CC=C(C(=C)C(C[NH2+1])CC=CC)CC=C[NH1]C,-3.0,augment
5497,O=CCC=CC=CC(N1C)CCNC=NC[NH1]N=CN1CC,-3.25,augment
5498,C1C(C(Cl)C=C1)C=CC=O,-3.97,augment
5499,CC=CC=CC=NCCCN[C@@H1]CCCCNCCC1C[NH1]1,-0.74,augment
5500,C1[C@@H1]OC([C@@H1]1CC=CC(OC=CC)C=NC)(C)CCS,-3.36,augment
5501,COC=C1C=CCCCCCCCC(C)=C1NCC=NC=CC=CC=CC,-4.16,augment
5502,C1OCC[NH1+1]CCSC=CC(=O)CCCC=CN=C(CCCS12=C)CCC2OC,-5.6,augment
5503,CC(N)CC[NH1]C(O/C)([O-1])C=C=C=C(C#C[O-1])C=CC=N,-3.36,augment
5504,CC(C1)C(=O)NC1=C,-3.64,augment
5505,COC=CC1C[C@@H1]1N(C=O)C=CC=CC#C,-3.01,augment
5506,C1OCCCCC=CC(C)C1NC(=O)N(C)CCC,-4.13,augment
5507,CCC=CC(CCl)N=[C@H1]OCCC(C1)C1=CC=CCCC,-3.47,augment
5508,O=CSCC=NNC=CC=CC=C(C=CS=CC(=C)C=CC=C)C=CCC[O-1],-4.27,augment
5509,C1C=CC=C1C(C)CS[C@H1]S(C)CCC2CC2=NS,-4.37,augment
5510,NCOC=NC=O,-2.32,augment
5511,CC(C)CCNCC=NC[C@H1]C(C1)CC=CN=C1C(F)CC=NC,-2.92,augment
5512,CC(C)CC=CC(CCC1C)C(=O)CCC=C1,-4.64,augment
5513,COC1=CC=CC=C1OCC(=O)C=O,-2.84,augment
5514,CCC#CC(=O)CC=CC=CNC1C=CCCCC1,-4.11,augment
5515,C12SC3CC1(COC=CC=CC34C=CC=C4C(C)(C)C5)C5C2,-5.24,augment
5516,COC=CC=CCS(S)CC#C,-2.77,augment
5517,CCCOCCCC(C1)CCC=C1CCCSCC=O,-3.84,augment
5518,C1C=CC=CCN1CNC=O,-3.73,augment
5519,CCOC=CN(C)CCCNC=CC(=O)C[C@H1](C1NC(O)C=C1)NO,-3.18,augment
5520,C[C@H1]C=CSCC(C)[C@@H1]CN1NCC2CCC(S)COC1C2=C,-3.81,augment
5521,C=[C@H1]CCC(S)CCC=CC(C=C1C=NN=C1)=NCNN,-4.37,augment
5522,NC[N+1](CN=CC)C(=O)NC(C1=CCCS1=O)=O,-3.74,augment
5523,CCNCCC(=O)C(C1=CC(=O)N(C)NC=C)N(OC)C1O,-2.51,augment
5524,CNC(=O)CCC=CC=CC(C)C=CC=O,-3.9,augment
5525,CCOCCNC=C1NC(O)CC2CCOC=C2CC=N1,-3.78,augment
5526,[NH3+1][C@@H1]COC=C[C@H1](O)C(=O)C=C(C)CC=CC=N,0.0,augment
5527,CCOC(=O)[C@@H1]CCNS1C(C)OCC1CC=CCC,-2.76,augment
5528,C1N(C=O)CC1(CCNC=C)CCN=C=CC=CCC=C,-3.27,augment
5529,C12CN2C1C[NH1+1]C(C)CCC,-2.53,augment
5530,COCCC=C(C1N)CC(=O)C1C=O,-3.29,augment
5531,CC=CC=CCS1C2NNCC2CC3C=C3OCC=C1C,-4.35,augment
5532,CC=C(CC=CCC(C)C)OC=CCC=CC#CF,-3.07,augment
5533,C1CCC=CNCN1N2SC3=CC4=C2C=C3C=NO4,-3.95,augment
5534,O=C([O-1])N(C)C=CCS(=O)(=O)N=CC=CC=CCC,-3.93,augment
5535,CC1CC1=NC[C@H1]C=C(C2=CC(O)CCC2C3)C#CCC=C3,-4.54,augment
5536,C1=CC=NC2=C1NCSC=C2NC=CC(C)C=O,-4.02,augment
5537,C1OC=CC=C1CC=C,-2.88,augment
5538,C1C[C@H1]C1OC[NH1+1]N=CC(C=C2C=O)NC=C2,-3.81,augment
5539,C[NH1+1](C)[C@H1]CC[C@H1](C=NC1CC1)OCCC,0.0,augment
5540,CC(C)NC1=CC=CC=C1CCN=C=NC=CC=CNCCC=O,-3.59,augment
5541,CC=CC=C(O1)NCCCC(=O)/C=CC2CCC=C1C3=CC3C=C2O,-5.05,augment
5542,CCN=C=C=CC(NCNC(O)CC1=CC=CCS1N)=O,-3.25,augment
5543,CC1COC(C)=C1C(=O)N[C@H1](S)C([C@H1])(C)CC(C)C#N,-3.52,augment
5544,CC=CC1=CC=CC=C1C(O)C(=C)C=CC2CC2,-3.9,augment
5545,COC=CC=C(C)[C@@H1](O)C[NH1+1]([NH2+1])CCCCCNC=CC=CNCCCCCCC,-2.85,augment
5546,C1OC=CNC(=O)CCC(=C)C=C(N)C(O2)C=C2SS1,-4.1,augment
5547,C1CC=NN1CC=CC=O,-3.36,augment
5548,CCCCCCN=C(C=CC1=CCNC1C2)NCCC(C)=CN2,-4.27,augment
5549,CCNC#C,-2.09,augment
5550,CCO[C@@H1]CCN[C@@H1](CC=O)C=O,-2.25,augment
5551,CCNC[C@H1](N[C@H1]C1C=C1C)NC=CC(CC=CC=CC#CN2)CCCC=C2,0.0,augment
5552,CCCCC(CCC)C[C@@H1]1CCNNCC=CC(=C)C1N=C=O,-3.91,augment
5553,C1=CC1CC=NC,-2.84,augment
5554,CNC=C[C@@H1]C=O,-2.97,augment
5555,CCC=CC(C=CC=C(C)C1=O)S1NNC=O,-4.37,augment
5556,CCCCCCNCCCCNCCCNNC=CC(C=CC=C)C=CN=O,-2.66,augment
5557,CC(N)[C@H1]CNCCOC(=O)C([C@H1]C=COCCC=CCC)C(C)C,-1.4,augment
5558,CCNCN1C=NSN2C(=O)C=CC3(CCS1C3)S2,-4.22,augment
5559,O=C([O-1])[C@H1]=CC=CNC(C)[C@@H1](C)NCCC(O1)C1=O,-4.88,augment
5560,CCOC(=N)N(C=CCCC=CC1=CC=CCC#C1)C=C,-4.06,augment
5561,C#CCNCCCC(NCCC(ON1)NCC2CCCC2=N3)C=C=NC13CC,-3.75,augment
5562,O=CNC[C@@H1](NC(=O)N[O-1])CN=C(C)CCC,-2.65,augment
5563,CCC=NCNC=CCC(C)[C@@H1]C(C)CCCCNC1=CCCC1C#N,-2.96,augment
5564,CCNC1=CC1[C@@H1]C(=O)[C@@H1]2CC[NH2+1][C@H1]2CCC=CSCC,0.0,augment
5565,C1CC=C=CC(CC[C@H1]C=O)CSCOC=N1,-3.99,augment
5566,CC1C[C@@H1](C)N=C(N2)C(=O)CC1C(C)=CC=CC=C2C,0.0,augment
5567,C1CC(C)CC=CC=C1COCON=O,-4.24,augment
5568,C1CCNC1=O,-3.29,augment
5569,O=C([C@@H1]1)CCC=C1PN=CC=CCNC2=CC(C)C=N2,-4.49,augment
5570,CCC=C=C[C@@H1][C@@H1]CCCCCCNC=O,-2.59,augment
5571,CCC(C)NC=COCNC=NC1C(C=CC=C1)C,-4.09,augment
5572,CCN[C@H1](C=NC=O)C=CC=CC=NC#CF,0.0,augment
5573,C1C2(C)CC=C1C=CC3=C2N(C=O)C3=O,-4.52,augment
5574,CC[C@@H1](C)CC=CC=CNC(C)(NC1CCS)CC1C=O,-3.34,augment
5575,CC(C)CCCCNC(=O)C=O,-3.26,augment
5576,C1[C@H1]C[C@H1](C(=O)NCCCCCC=CCCNC)CCCC2CC2=NC=C1C,0.0,augment
5577,CCC=CC=C=C=NC(C)CNN(C=O)NN[C@H1]C=NC(O)CCCCO,-1.69,augment
5578,C[NH1+1]([O-1])C(C1=CC=CC=C1NCC2)CC=NC=N2,-3.71,augment
5579,CNC=NC=C1C=CC(CCC=C)CC=CC2=C1CSN2CCC,-4.76,augment
5580,CCC[C@@H1](N[C@@H1])CC(=O)N(CCCC1)CC1,-3.31,augment
5581,C=CC=CCOC=CC(C)C=C[C@H1](C)C1=CC#C1,-3.52,augment
5582,C1[C@H1]CCC[NH1+1]1N2NC(=O)C=C2C(=O)CN=CS,-3.33,augment
5583,CC(C)CCNC=CC(=O)CN[C@@H1](C)C(NN)[C@@H1]CNCCC1CC1CC=C,-1.72,augment
5584,C1CCCCCN(C(=O)N)C=CC=CC2=CC=CC=NC2S=N1,-5.3,augment
5585,O=CCC(N=CC=CC1=C2C(CCCC2)C=O)C=COC=C1,-4.73,augment
5586,CC[NH1+1]CCNCCOC(C)NC=O,-0.83,augment
5587,CCNC=C(C=CC=CCC1=O)C=C1O,-3.8,augment
5588,COCC1CCCSNC=N1,-3.38,augment
5589,CC(O)C=CCCNN(O)NNCC=CC=O,-3.66,augment
5590,CC=CN=CNC1=C(NC)CC1C=O,-3.37,augment
5591,C12CC=[C@@H1]C1(C=CC=CCC2)C3[NH1]C(CCC)C=C3[NH1]CPC,-4.55,augment
5592,C[C@H1]C=CC(C)(O)C=C[C@@H1]=C(O)C(=O)CCC=C,-3.28,augment
5593,O=C(N)C=NC(C)C,-3.32,augment
5594,CC=C1C=C(CCO1)CN(CCCCC)CF,-2.64,augment
5595,C1C(C1(CCC=C)N)[C@@H1]=CC=CC(=C)C=CNN(C)CCCC,-3.67,augment
5596,C1[C@H1](OC=C1CNC=CC(N)CCN=NCNC)CC=CCC2=CC2,-3.22,augment
5597,O=CC[C@@H1]C=CC=CC=CCF,-3.47,augment
5598,C=1C2=CC=C(CN2NC=NN=S=C)N=1,-3.56,augment
5599,CCOC=CC=CCC(C1)N=C1CC=CCS#COOCC,-3.46,augment
5600,O1[C@@H1]NNCC[NH1+1]C=CCC(OC)(C)C=CC=C1Cl,-4.26,augment
5601,CC[C@@H1](C)C[C@H1](O)C=CC=CCSC1CC1CNN=O,0.0,augment
5602,CCOC=CNN(C1)C(C=O)=CC=NC=CCN(C)C=C1,-3.57,augment
5603,ClCC=C=C=CC=NCCCCCC=O,-3.38,augment
5604,O=CC=CC=C1NC(O2)CN1CSC2=C,-4.19,augment
5605,CCCC=CC=C1C=CN=C(O)CNC=C2C([C@H1])N1C[C@H1]2C3CC=CC34CC4=O,-5.51,augment
5606,C1COC=CC=CN(C=C1C=CCCOC=C)C[C@H1]OCCC=O,-3.66,augment
5607,C1C(=O)C(=C)C=C=C(N)NCCCCOC=NN(CCC1(C)CC)C=CC=C,-4.72,augment
5608,C[C@@H1]C(=O)CCNC(C)CC=O,-2.8,augment
5609,C12C(CNC=C1N)NC=CC(C)N2,-3.65,augment
5610,CCCNN1CC=CN=C1C=CC=CC,-3.49,augment
5611,CC=CC=C(NNCCCC(O)CCC1CCO)C=C1N,-3.74,augment
5612,CCCCC[NH1+1](CCNCC=O)C,-2.79,augment
5613,CC(C)OC=CCCCC(=O)CC=[C@H1]CC(=C)C,-2.67,augment
5614,CCSCC(CN(C)CC1=CC=CC(C)=C1)=O,-3.18,augment
5615,CC(C)SC(NC(C)C1)=C1C(O)N2CCCCC2=O,-3.87,augment
5616,C1CC(C)(C)CCCCN(C)OC(N)N(C#N)S1,-3.74,augment
5617,CC=CC=CC=CC(=C)C(N)CC=CC=CC=O,-4.17,augment
5618,C=CC1=NC(O)[C@H1]1C=CC=O,-3.54,augment
5619,CNC[C@@H1]CS[C@H1][C@@H1][C@@H1]CC1[C@H1](CCCCCOC=O)CCCC1C,-3.37,augment
5620,C1NCCNC23CNC=C1CC=S2CC4CC4(C=NC=C[O-1])N3,-4.17,augment
5621,O=CC=CC(C=CC=CC)=CCCC(C)C(O)[NH1]C#CC,-3.62,augment
5622,CCOCCC[NH1+1]C(=O)C(C)NC=CCSN=O,-2.73,augment
5623,C[C@H1](C)CCC[NH1+1]C=[C@@H1]CC[C@@H1]C(=N)C=CC(=O)C=O,-3.02,augment
5624,CC=C1C(CC)CCNCNC(CC=C1C=CCCF)CC,-4.04,augment
5625,C[NH1+1](C)[C@H1](NCCCNCC=C=CC=CNC=CC=CCCO)C1=NS1,0.0,augment
5626,CC(C)(O)OCCNC=NC=CCCSC=NC=O,-2.64,augment
5627,CCCCC1=C=C1,-2.34,augment
5628,OC=CC=CNC=CC=NOC(C=CS1COOOOC=CC=CC)=CC1,-4.58,augment
5629,O=C(C=O)C=C,-2.67,augment
5630,CC1C(C)C=C1NC2C=C2CCOCON=CCC=CC=C(F)C#C,-3.44,augment
5631,C1C2(C)[C@@H1]1NCC(C=O)NCCCC(C)CON=C2,-4.3,augment
5632,C1NN=C(CCCOC=O)C1=[NH1],-2.87,augment
5633,CC1OCCNCC(C)=CC#CNNCCCC1,-4.61,augment
5634,C1C=CC1C=C,-2.55,augment
5635,CC=CSC(OCC(=O)CN(C)CCC=CN1)C1,-4.08,augment
5636,CCNC=CC=CC=CC(C)NC=CC(=O)C=O,-3.58,augment
5637,CCC(C[C@@H1])CCCC=CC(C(=C1)NCCN)C1,-3.49,augment
5638,C1OC=C2CCC=C1C2=C,-3.2,augment
5639,CCCN1N[C@@H1]NCCCC(=O)C[C@@H1]COCC=C(O)C=CCO1,-4.15,augment
5640,C[C@H1]CCCC(=O)CCC=O,-3.04,augment
5641,C12CC(=O)N1C(=O)C=CC=CC3=CC3CC#C2,-4.54,augment
5642,CCCC1C(CCN1SSC)=CC=CC=CF,-3.5,augment
5643,C1OC(C)C=C1C=CC=CC(C=CC=CF)(C)S,-3.69,augment
5644,COC=CC=C(C=CC)C(S)CCNC,-3.02,augment
5645,C1OC=CC=CC1C=O,-3.28,augment
5646,OC1(C)C=CNCN(C(N)=C)C=CC=C1F,-4.01,augment
5647,COC=CC=CCSC=NNC[C@@H1](C)N=NC(C1=O)CC=CC=C1CCOC=O,-2.83,augment
5648,C1C(C=O)[C@H1]1CCC=C,-3.27,augment
5649,CCCC=CNCC(=O)C[NH1+1]CCNC=NCCCNCC#C,-0.56,augment
5650,FC(F)(COCC=NC=C(C)C)OC(O)CCS=S,-1.22,augment
5651,C1CN(CCC=CC=O)CC=CC=CNCC2C=NC=C1C2,-4.57,augment
5652,COCCNCF,-1.68,augment
5653,O=C(C)[C@@H1](F)NCC1C2C1COC(C3C)C=CC=C32,-4.41,augment
5654,N1CCC=C=C1N2S([C@H1])(=O)C[C@@H1]2C=O,-3.63,augment
5655,CC=CNCN1CCC=C1CN(C)CF,-2.31,augment
5656,C=1CCC=C=1,-2.26,augment
5657,O=C(NNC(=O)CCC(C)=C1C=COCC2CCC)CC2=C=N1,-4.76,augment
5658,CC1=NCN(N)C(=O)C=NC=CNN(C(=O)N(C)C)CC=CC=C=NNS1,-4.94,augment
5659,C1C[C@@H1]CCCC=C1C=O,-4.18,augment
5660,COC=CC=C(CCC=[C@@H1]CN1C=C(CC=C1)C=CC)C[O-1],-4.13,augment
5661,C#CC(C=CC=CC(O)NNC)CNC#CC=O,-3.09,augment
